"Klucz","KluczOpakZewn","KodKreskowy","OpisOpakowania","StatusOpak","IdRodzOpak","NrWersji","IdSesji","NrZlecenia","DataBrakowania","OstatniePrzyj","OstatnieWyd","IdGrupyDokKl","RokDokumentu"
"8189","\N","000000008189","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14303","\N","000000014303","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11327","4303","000000011327","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"3492","\N","000000003492","\N","10","23","2","2553","\N","2013-12-31 00:00:00","\N","\N","143","2008"
"8469","\N","000000008469","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1870","\N","000000001870","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2119","3526","000000002119","\N","10","23","4","2553","","2013-12-31 00:00:00","\N","\N","134","2007"
"10280","4358","000000010280","\N","10","23","4","2812","","2031-12-31 00:00:00","\N","\N","147","2011"
"1846","\N","000000001846","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8470","\N","000000008470","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8471","\N","000000008471","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8472","\N","000000008472","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1847","\N","000000001847","\N","10","23","3","2469","\N","2016-12-31 00:00:00","\N","\N","103","2011"
"2049","3615","000000002049","\N","10","23","4","2553","","2014-12-31 00:00:00","\N","\N","134","2008"
"8473","\N","000000008473","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8474","\N","000000008474","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8475","\N","000000008475","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8476","\N","000000008476","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8477","\N","000000008477","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8478","\N","000000008478","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8479","\N","000000008479","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2958","3895","000000002958","\N","10","23","4","2628","","2029-12-31 00:00:00","\N","\N","132","2009"
"14304","\N","000000014304","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"10190","4155","000000010190","\N","10","23","4","2714","","2017-12-31 00:00:00","\N","\N","134","2010"
"9402","\N","000000009402","\N","10","23","2","2681","\N","2018-12-31 00:00:00","\N","\N","126","2012"
"8497","3992","000000008497","\N","10","23","4","2661","","2015-12-31 00:00:00","\N","\N","134","2009"
"11328","4279","000000011328","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"8498","3959","000000008498","\N","10","23","4","2661","","2015-12-31 00:00:00","\N","\N","134","2009"
"14305","\N","000000014305","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8499","3957","000000008499","\N","10","23","4","2661","","2015-12-31 00:00:00","\N","\N","134","2009"
"14306","\N","000000014306","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11329","4276","000000011329","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"8491","\N","000000008491","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8542","3985","000000008542","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"14307","\N","000000014307","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11330","4274","000000011330","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"23683","\N","000000023683","\N","10","23","2","3874","\N","2017-12-31 00:00:00","\N","\N","134","2010"
"11331","4278","000000011331","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"23606","\N","000000023606","\N","10","23","2","3874","\N","2016-12-31 00:00:00","\N","\N","134","2009"
"11332","4275","000000011332","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"21973","\N","000000021973","\N","10","23","2","3874","\N","2015-12-31 00:00:00","\N","\N","134","2008"
"1877","\N","000000001877","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11333","4305","000000011333","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"24916","\N","000000024916","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11334","4309","000000011334","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"24917","\N","000000024917","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11335","4304","000000011335","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"24918","\N","000000024918","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"11336","4333","000000011336","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"24919","\N","000000024919","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24920","\N","000000024920","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24921","\N","000000024921","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24922","\N","000000024922","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"12490","\N","000000012490","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24923","\N","000000024923","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24924","\N","000000024924","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24925","\N","000000024925","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24926","\N","000000024926","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1783","\N","000000001783","\N","10","23","4","2545","\N","2015-12-31 00:00:00","\N","\N","136","2010"
"24927","\N","000000024927","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1784","\N","000000001784","\N","10","23","3","2545","\N","2015-12-31 00:00:00","\N","\N","136","2010"
"24928","\N","000000024928","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"10619","4350","000000010619","\N","10","23","4","2880","","2030-12-31 00:00:00","\N","\N","132","2010"
"14308","\N","000000014308","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14309","\N","000000014309","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24929","\N","000000024929","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24930","\N","000000024930","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24931","\N","000000024931","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24932","\N","000000024932","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24933","\N","000000024933","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24934","\N","000000024934","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24935","\N","000000024935","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24936","\N","000000024936","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24937","\N","000000024937","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24938","\N","000000024938","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24939","\N","000000024939","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24940","\N","000000024940","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1882","\N","000000001882","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24941","\N","000000024941","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14310","\N","000000014310","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14311","\N","000000014311","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"14312","\N","000000014312","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"7254","3999","000000007254","\N","10","23","4","2628","","2027-12-31 00:00:00","\N","\N","132","2007"
"1886","\N","000000001886","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"7697","3824","000000007697","\N","10","23","4","2586","","2015-12-31 00:00:00","\N","\N","147","2009"
"1855","\N","000000001855","\N","10","23","2","2469","\N","2020-12-31 00:00:00","\N","\N","115","2010"
"1887","\N","000000001887","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1856","\N","000000001856","\N","10","23","2","2469","\N","2020-12-31 00:00:00","\N","\N","114","2010"
"1857","\N","000000001857","\N","10","23","2","2469","\N","2020-12-31 00:00:00","\N","\N","113","2010"
"1888","\N","000000001888","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1858","\N","000000001858","\N","10","23","3","2469","\N","2020-12-31 00:00:00","\N","\N","112","2010"
"1859","\N","000000001859","\N","10","23","2","2469","\N","2020-12-31 00:00:00","\N","\N","111","2010"
"1889","\N","000000001889","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1890","\N","000000001890","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1891","\N","000000001891","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1892","\N","000000001892","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1893","\N","000000001893","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"7955","3704","000000007955","\N","10","23","4","2569","","2017-12-31 00:00:00","\N","\N","134","2011"
"6446","3864","000000006446","\N","10","23","4","2627","","2027-12-31 00:00:00","\N","\N","132","2007"
"7734","3764","000000007734","\N","10","23","4","2586","","2013-12-31 00:00:00","\N","\N","147","2007"
"8945","3784","000000008945","\N","10","23","4","2581","","2030-12-31 00:00:00","\N","\N","146","2010"
"7214","3872","000000007214","\N","10","23","4","2628","","2026-12-31 00:00:00","\N","\N","132","2006"
"7431","3729","000000007431","\N","10","23","4","2586","","2015-12-31 00:00:00","\N","\N","147","2009"
"8494","\N","000000008494","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1894","\N","000000001894","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1895","\N","000000001895","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1896","\N","000000001896","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1897","\N","000000001897","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1898","\N","000000001898","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1899","\N","000000001899","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1900","\N","000000001900","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1860","\N","000000001860","\N","10","23","2","2469","\N","2013-12-31 00:00:00","\N","\N","116","2008"
"1861","\N","000000001861","\N","10","23","2","2469","\N","2013-12-31 00:00:00","\N","\N","117","2008"
"1862","\N","000000001862","\N","10","23","2","2469","\N","2013-12-31 00:00:00","\N","\N","118","2008"
"1901","\N","000000001901","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1864","\N","000000001864","\N","10","23","2","2469","\N","2013-12-31 00:00:00","\N","\N","120","2008"
"1902","\N","000000001902","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1866","\N","000000001866","\N","10","23","2","2469","\N","2013-12-31 00:00:00","\N","\N","122","2008"
"1867","\N","000000001867","\N","10","23","2","2469","\N","2013-12-31 00:00:00","\N","\N","123","2008"
"1868","\N","000000001868","\N","10","23","2","2469","\N","2013-12-31 00:00:00","\N","\N","124","2008"
"1869","\N","000000001869","\N","10","23","2","2469","\N","2013-12-31 00:00:00","\N","\N","125","2008"
"1863","\N","000000001863","\N","10","23","3","2469","\N","2016-12-31 00:00:00","\N","\N","119","2011"
"1865","\N","000000001865","\N","10","23","3","2469","\N","2016-12-31 00:00:00","\N","\N","121","2011"
"23682","\N","000000023682","\N","10","23","2","3874","\N","2017-12-31 00:00:00","\N","\N","134","2010"
"1903","\N","000000001903","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1904","\N","000000001904","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1905","\N","000000001905","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1906","\N","000000001906","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1907","\N","000000001907","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1908","\N","000000001908","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1909","\N","000000001909","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1910","\N","000000001910","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1911","\N","000000001911","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1912","\N","000000001912","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1913","\N","000000001913","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1914","\N","000000001914","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1915","\N","000000001915","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1916","\N","000000001916","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1917","\N","000000001917","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1918","\N","000000001918","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1919","\N","000000001919","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1920","\N","000000001920","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1921","\N","000000001921","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1922","\N","000000001922","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1923","\N","000000001923","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1924","\N","000000001924","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1925","\N","000000001925","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1926","\N","000000001926","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1927","\N","000000001927","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1928","\N","000000001928","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1929","\N","000000001929","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1930","\N","000000001930","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1931","\N","000000001931","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1932","\N","000000001932","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1933","\N","000000001933","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1934","\N","000000001934","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1935","\N","000000001935","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1936","\N","000000001936","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1937","\N","000000001937","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1938","\N","000000001938","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1939","\N","000000001939","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1940","\N","000000001940","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1941","\N","000000001941","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1942","\N","000000001942","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1943","\N","000000001943","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1944","\N","000000001944","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1945","\N","000000001945","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1946","\N","000000001946","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1947","\N","000000001947","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1948","\N","000000001948","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1949","\N","000000001949","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1950","\N","000000001950","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1951","\N","000000001951","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1952","\N","000000001952","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1953","\N","000000001953","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1954","\N","000000001954","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1955","\N","000000001955","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1956","\N","000000001956","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1957","\N","000000001957","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1958","\N","000000001958","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1959","\N","000000001959","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1960","\N","000000001960","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1961","\N","000000001961","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1962","\N","000000001962","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1963","\N","000000001963","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1964","\N","000000001964","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1965","\N","000000001965","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1966","\N","000000001966","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1967","\N","000000001967","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1968","\N","000000001968","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1969","\N","000000001969","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1970","\N","000000001970","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1971","\N","000000001971","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1972","\N","000000001972","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1973","\N","000000001973","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1974","\N","000000001974","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1975","\N","000000001975","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1976","\N","000000001976","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1977","\N","000000001977","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1978","\N","000000001978","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1979","\N","000000001979","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1980","\N","000000001980","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1981","\N","000000001981","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1982","\N","000000001982","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1983","\N","000000001983","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1984","\N","000000001984","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1985","\N","000000001985","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1986","\N","000000001986","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1987","\N","000000001987","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1988","\N","000000001988","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1843","\N","000000001843","\N","10","23","5","2545","\N","2015-12-31 00:00:00","\N","\N","139","2010"
"1990","\N","000000001990","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1991","\N","000000001991","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1992","\N","000000001992","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1993","\N","000000001993","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1994","\N","000000001994","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1995","\N","000000001995","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1996","\N","000000001996","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1997","\N","000000001997","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1998","\N","000000001998","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1999","\N","000000001999","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2000","\N","000000002000","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2001","\N","000000002001","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2002","\N","000000002002","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2003","\N","000000002003","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2004","\N","000000002004","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2005","\N","000000002005","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2006","\N","000000002006","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2007","\N","000000002007","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2008","\N","000000002008","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"2009","\N","000000002009","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"1989","\N","000000001989","\N","10","23","2","2495","\N","2014-12-31 00:00:00","\N","\N","126","2009"
"14313","\N","000000014313","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8201","4303","000000008201","\N","10","23","4","2805","","2017-12-31 00:00:00","\N","\N","134","2011"
"11348","4311","000000011348","\N","10","23","4","2837","","2020-12-31 00:00:00","\N","\N","153","2012"
"8239","4242","000000008239","\N","10","23","4","2805","","2018-12-31 00:00:00","\N","\N","134","2012"
"9403","\N","000000009403","\N","10","23","2","2691","\N","2011-12-31 00:00:00","\N","\N","103","2006"
"1871","\N","000000001871","\N","10","23","3","2496","\N","2016-12-31 00:00:00","\N","\N","127","2011"
"1872","\N","000000001872","\N","10","23","4","2496","\N","2012-12-31 00:00:00","\N","\N","129","2007"
"1873","\N","000000001873","\N","10","23","3","2496","\N","2012-12-31 00:00:00","\N","\N","128","2007"
"1874","\N","000000001874","\N","10","23","3","2496","\N","2012-12-31 00:00:00","\N","\N","129","2007"
"1875","\N","000000001875","\N","10","23","2","2496","\N","2012-12-31 00:00:00","\N","\N","128","2007"
"1876","\N","000000001876","\N","10","23","2","2496","\N","2014-12-31 00:00:00","\N","\N","128","2009"
"1878","\N","000000001878","\N","10","23","2","2496","\N","2015-12-31 00:00:00","\N","\N","126","2010"
"1879","\N","000000001879","\N","10","23","2","2496","\N","2011-12-31 00:00:00","\N","\N","126","2006"
"1880","\N","000000001880","\N","10","23","2","2496","\N","2015-12-31 00:00:00","\N","\N","127","2010"
"1881","\N","000000001881","\N","10","23","2","2496","\N","2051-12-31 00:00:00","\N","\N","126","2001"
"1883","\N","000000001883","\N","10","23","2","2496","\N","2011-12-31 00:00:00","\N","\N","127","2006"
"1884","\N","000000001884","\N","10","23","2","2496","\N","2012-12-31 00:00:00","\N","\N","127","2007"
"1885","\N","000000001885","\N","10","23","2","2496","\N","2015-12-31 00:00:00","\N","\N","127","2010"
"2010","3784","000000002010","\N","10","23","17","2604","","2021-12-31 00:00:00","\N","\N","130","2011"
"8534","3901","000000008534","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"10145","4154","000000010145","\N","10","23","4","2714","","2017-12-31 00:00:00","\N","\N","134","2010"
"8535","3984","000000008535","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"14314","\N","000000014314","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8536","3984","000000008536","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"11357","4277","000000011357","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"8537","3985","000000008537","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"10191","4160","000000010191","\N","10","23","4","2714","","2017-12-31 00:00:00","\N","\N","134","2010"
"2025","\N","000000002025","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8538","3985","000000008538","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"14315","\N","000000014315","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8539","3821","000000008539","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"11362","\N","000000011362","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8540","3983","000000008540","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"11358","4279","000000011358","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"8541","3985","000000008541","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"14316","\N","000000014316","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8588","3649","000000008588","\N","10","23","4","2657","","2015-12-31 00:00:00","\N","\N","134","2009"
"11359","4277","000000011359","\N","10","23","4","2836","","2020-12-31 00:00:00","\N","\N","153","2012"
"23681","\N","000000023681","\N","10","23","2","3874","\N","2017-12-31 00:00:00","\N","\N","134","2010"
"23605","\N","000000023605","\N","10","23","2","3874","\N","2016-12-31 00:00:00","\N","\N","134","2009"
"21972","\N","000000021972","\N","10","23","2","3874","\N","2015-12-31 00:00:00","\N","\N","134","2008"
"12515","\N","000000012515","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24942","\N","000000024942","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24943","\N","000000024943","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"24944","\N","000000024944","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"26886","\N","000000026886","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8240","4276","000000008240","\N","10","23","4","2805","","2018-12-31 00:00:00","\N","\N","134","2012"
"8688","4271","000000008688","\N","10","23","4","2803","","2030-12-31 00:00:00","\N","\N","132","2010"
"1797","\N","000000001797","\N","10","23","3","2545","\N","2015-12-31 00:00:00","\N","\N","138","2010"
"1834","\N","000000001834","\N","10","23","3","2545","\N","2015-12-31 00:00:00","\N","\N","140","2010"
"26887","\N","000000026887","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8241","4241","000000008241","\N","10","23","4","2805","","2017-12-31 00:00:00","\N","\N","134","2011"
"26888","\N","000000026888","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8242","4233","000000008242","\N","10","23","4","2805","","2018-12-31 00:00:00","\N","\N","134","2012"
"26889","\N","000000026889","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"8243","4241","000000008243","\N","10","23","4","2805","","2017-12-31 00:00:00","\N","\N","134","2011"
"24184","5933","000000024184","\N","0","\N","7","\N","","\N","\N","\N","\N","\N"
"26890","\N","000000026890","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"25428","\N","000000025428","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"10434","4292","000000010434","\N","10","23","4","2803","","2028-12-31 00:00:00","\N","\N","132","2008"
"26891","\N","000000026891","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"25423","4615","000000025423","\N","0","\N","3","\N","","\N","\N","\N","\N","\N"
"10511","4290","000000010511","\N","10","23","4","2803","","2031-12-31 00:00:00","\N","\N","132","2011"
"26892","\N","000000026892","\N","0","\N","1","\N","\N","\N","\N","\N","\N","\N"
"7665","3871","000000007665","\N","10","23","4","2586","","2026-12-31 00:00:00","\N","\N","147","2006"
"7548","3824","000000007548","\N","10","23","4","2586","","2015-12-31 00:00:00","\N","\N","147","2009"
"2089","3526","000000002089","\N","10","23","4","2553","","2014-12-31 00:00:00","\N","\N","134","2008"
